x,qx,lx,dx,Lx,Tx,ex,sex,year
108.0,0.49196,26.0,13.0,20.0,38.0,1.44,F,1920.0
109.0,0.5182,13.0,7.0,10.0,18.0,1.35,F,1920.0
110.0,0.54586,6.0,3.0,5.0,8.0,1.26,F,1920.0
111.0,0.57501,3.0,2.0,2.0,3.0,1.18,F,1920.0
112.0,0.60573,1.0,1.0,1.0,1.0,1.1,F,1920.0
113.0,0.6381,0.0,0.0,0.0,1.0,1.03,F,1920.0
114.0,0.67224,0.0,0.0,0.0,0.0,0.96,F,1920.0
115.0,0.7082,0.0,0.0,0.0,0.0,0.89,F,1920.0
116.0,0.74096,0.0,0.0,0.0,0.0,0.83,F,1920.0
117.0,0.77342,0.0,0.0,0.0,0.0,0.78,F,1920.0
118.0,0.80734,0.0,0.0,0.0,0.0,0.73,F,1920.0
119.0,0.84276,0.0,0.0,0.0,0.0,0.68,F,1920.0
0.0,0.06495,1e5,6495.0,94826.0,6608935.0,66.09,M,1930.0
1.0,0.01013,93505.0,947.0,93031.0,6514109.0,69.67,M,1930.0
2.0,0.00467,92558.0,432.0,92341.0,6421078.0,69.37,M,1930.0
3.0,0.00341,92125.0,314.0,91968.0,6328737.0,68.7,M,1930.0
4.0,0.00293,91811.0,269.0,91676.0,6236769.0,67.93,M,1930.0
5.0,0.00222,91542.0,203.0,91440.0,6145092.0,67.13,M,1930.0
6.0,0.00191,91338.0,175.0,91251.0,6053652.0,66.28,M,1930.0
7.0,0.00157,91164.0,143.0,91092.0,5962401.0,65.4,M,1930.0
8.0,0.00124,91021.0,113.0,90964.0,5871309.0,64.51,M,1930.0
9.0,0.00107,90908.0,98.0,90859.0,5780345.0,63.58,M,1930.0
10.0,0.00102,90811.0,93.0,90764.0,5689485.0,62.65,M,1930.0
11.0,9.8e-4,90718.0,89.0,90674.0,5598721.0,61.72,M,1930.0
12.0,9.8e-4,90630.0,88.0,90585.0,5508047.0,60.78,M,1930.0
13.0,0.00113,90541.0,102.0,90490.0,5417461.0,59.83,M,1930.0
14.0,0.00133,90439.0,120.0,90379.0,5326971.0,58.9,M,1930.0
15.0,0.00146,90319.0,132.0,90253.0,5236592.0,57.98,M,1930.0
16.0,0.00158,90187.0,143.0,90116.0,5146339.0,57.06,M,1930.0
17.0,0.00158,90045.0,143.0,89973.0,5056223.0,56.15,M,1930.0
18.0,0.00165,89902.0,148.0,89828.0,4966250.0,55.24,M,1930.0
19.0,0.00171,89754.0,153.0,89677.0,4876423.0,54.33,M,1930.0
20.0,0.0018,89600.0,161.0,89519.0,4786746.0,53.42,M,1930.0
21.0,0.00199,89439.0,178.0,89350.0,4697226.0,52.52,M,1930.0
22.0,0.00214,89260.0,191.0,89165.0,4607877.0,51.62,M,1930.0
23.0,0.00217,89069.0,193.0,88973.0,4518712.0,50.73,M,1930.0
24.0,0.00198,88876.0,176.0,88788.0,4429739.0,49.84,M,1930.0
25.0,0.00189,88700.0,168.0,88616.0,4340951.0,48.94,M,1930.0
26.0,0.00177,88532.0,157.0,88454.0,4252335.0,48.03,M,1930.0
27.0,0.00172,88375.0,152.0,88299.0,4163881.0,47.12,M,1930.0
28.0,0.00167,88223.0,148.0,88150.0,4075582.0,46.2,M,1930.0
29.0,0.00176,88076.0,155.0,87998.0,3987433.0,45.27,M,1930.0
30.0,0.00183,87920.0,160.0,87840.0,3899435.0,44.35,M,1930.0
31.0,0.0018600000000000001,87760.0,164.0,87678.0,3811594.0,43.43,M,1930.0
32.0,0.00197,87596.0,173.0,87510.0,3723916.0,42.51,M,1930.0
33.0,0.00214,87424.0,187.0,87330.0,3636406.0,41.6,M,1930.0
34.0,0.00238,87237.0,207.0,87133.0,3549076.0,40.68,M,1930.0
35.0,0.00255,87029.0,222.0,86919.0,3461943.0,39.78,M,1930.0
36.0,0.00278,86808.0,241.0,86687.0,3375024.0,38.88,M,1930.0
37.0,0.00307,86566.0,266.0,86433.0,3288337.0,37.99,M,1930.0
38.0,0.00341,86300.0,295.0,86153.0,3201904.0,37.1,M,1930.0
39.0,0.00375,86006.0,322.0,85845.0,3115751.0,36.23,M,1930.0
40.0,0.00402,85684.0,344.0,85511.0,3029906.0,35.36,M,1930.0
41.0,0.00422,85339.0,360.0,85159.0,2944395.0,34.5,M,1930.0
42.0,0.00455,84979.0,387.0,84785.0,2859236.0,33.65,M,1930.0
43.0,0.0049,84592.0,414.0,84385.0,2774450.0,32.8,M,1930.0
44.0,0.0052,84178.0,438.0,83959.0,2690065.0,31.96,M,1930.0
45.0,0.00549,83740.0,459.0,83510.0,2606106.0,31.12,M,1930.0
46.0,0.00586,83281.0,488.0,83037.0,2522596.0,30.29,M,1930.0
47.0,0.00619,82793.0,512.0,82537.0,2439559.0,29.47,M,1930.0
48.0,0.00664,82281.0,546.0,82007.0,2357023.0,28.65,M,1930.0
49.0,0.00713,81734.0,583.0,81443.0,2275015.0,27.83,M,1930.0
50.0,0.00774,81151.0,628.0,80837.0,2193572.0,27.03,M,1930.0
51.0,0.00825,80523.0,664.0,80191.0,2112735.0,26.24,M,1930.0
52.0,0.00871,79859.0,695.0,79511.0,2032544.0,25.45,M,1930.0
53.0,0.00941,79164.0,745.0,78791.0,1953032.0,24.67,M,1930.0
54.0,0.01017,78419.0,797.0,78020.0,1874241.0,23.9,M,1930.0
55.0,0.01115,77621.0,865.0,77188.0,1796221.0,23.14,M,1930.0
56.0,0.01177,76756.0,903.0,76304.0,1719033.0,22.4,M,1930.0
57.0,0.01261,75852.0,956.0,75374.0,1642729.0,21.66,M,1930.0
58.0,0.01376,74896.0,1031.0,74381.0,1567354.0,20.93,M,1930.0
59.0,0.01477,73866.0,1091.0,73320.0,1492973.0,20.21,M,1930.0
60.0,0.01576,72775.0,1147.0,72201.0,1419653.0,19.51,M,1930.0
61.0,0.01683,71628.0,1206.0,71025.0,1347452.0,18.81,M,1930.0
62.0,0.01778,70422.0,1252.0,69796.0,1276427.0,18.13,M,1930.0
63.0,0.01947,69170.0,1347.0,68496.0,1206631.0,17.44,M,1930.0
64.0,0.02093,67823.0,1419.0,67113.0,1138134.0,16.78,M,1930.0
65.0,0.02239,66404.0,1487.0,65660.0,1071021.0,16.13,M,1930.0
66.0,0.02406,64917.0,1562.0,64136.0,1005360.0,15.49,M,1930.0
67.0,0.02588,63355.0,1639.0,62535.0,941225.0,14.86,M,1930.0
68.0,0.02748,61716.0,1696.0,60868.0,878689.0,14.24,M,1930.0
69.0,0.02931,60020.0,1759.0,59140.0,817822.0,13.63,M,1930.0
70.0,0.03125,58261.0,1821.0,57350.0,758681.0,13.02,M,1930.0
71.0,0.03341,56440.0,1885.0,55497.0,701331.0,12.43,M,1930.0
72.0,0.03655,54554.0,1994.0,53557.0,645834.0,11.84,M,1930.0
73.0,0.03918,52561.0,2059.0,51531.0,592276.0,11.27,M,1930.0
74.0,0.04201,50501.0,2121.0,49441.0,540746.0,10.71,M,1930.0
75.0,0.04523,48380.0,2188.0,47286.0,491305.0,10.16,M,1930.0
76.0,0.04902,46192.0,2264.0,45059.0,444019.0,9.61,M,1930.0
77.0,0.05332,43927.0,2342.0,42756.0,398960.0,9.08,M,1930.0
78.0,0.05816,41585.0,2419.0,40376.0,356203.0,8.57,M,1930.0
79.0,0.06363,39167.0,2492.0,37921.0,315827.0,8.06,M,1930.0
80.0,0.06978,36675.0,2559.0,35395.0,277907.0,7.58,M,1930.0
81.0,0.07671,34116.0,2617.0,32807.0,242512.0,7.11,M,1930.0
82.0,0.08453,31499.0,2662.0,30167.0,209705.0,6.66,M,1930.0
83.0,0.09336,28836.0,2692.0,27490.0,179537.0,6.23,M,1930.0
84.0,0.10327,26144.0,2700.0,24794.0,152047.0,5.82,M,1930.0
85.0,0.11424,23444.0,2678.0,22105.0,127253.0,5.43,M,1930.0
86.0,0.1262,20766.0,2621.0,19455.0,105149.0,5.06,M,1930.0
87.0,0.13909,18145.0,2524.0,16883.0,85693.0,4.72,M,1930.0
88.0,0.15284,15621.0,2388.0,14427.0,68810.0,4.4,M,1930.0
89.0,0.16744,13234.0,2216.0,12126.0,54383.0,4.11,M,1930.0
90.0,0.18289,11018.0,2015.0,10010.0,42257.0,3.84,M,1930.0
91.0,0.19919,9003.0,1793.0,8106.0,32247.0,3.58,M,1930.0
92.0,0.21638,7209.0,1560.0,6429.0,24140.0,3.35,M,1930.0
93.0,0.23447,5649.0,1325.0,4987.0,17711.0,3.13,M,1930.0
94.0,0.25348,4325.0,1096.0,3777.0,12724.0,2.94,M,1930.0
95.0,0.27216,3229.0,879.0,2789.0,8947.0,2.77,M,1930.0
96.0,0.2902,2350.0,682.0,2009.0,6158.0,2.62,M,1930.0
97.0,0.30727,1668.0,513.0,1412.0,4149.0,2.49,M,1930.0
98.0,0.32302,1155.0,373.0,969.0,2737.0,2.37,M,1930.0
99.0,0.33712,782.0,264.0,650.0,1768.0,2.26,M,1930.0
100.0,0.35183,519.0,182.0,427.0,1118.0,2.16,M,1930.0
101.0,0.3672,336.0,123.0,274.0,691.0,2.06,M,1930.0
102.0,0.38326,213.0,82.0,172.0,416.0,1.96,M,1930.0
103.0,0.40001,131.0,52.0,105.0,244.0,1.86,M,1930.0
104.0,0.41752,79.0,33.0,62.0,140.0,1.77,M,1930.0
105.0,0.4358,46.0,20.0,36.0,77.0,1.69,M,1930.0
106.0,0.45488,26.0,12.0,20.0,41.0,1.6,M,1930.0
107.0,0.47481,14.0,7.0,11.0,21.0,1.52,M,1930.0
108.0,0.49564,7.0,4.0,6.0,11.0,1.44,M,1930.0
109.0,0.51738,4.0,2.0,3.0,5.0,1.36,M,1930.0
110.0,0.54009,2.0,1.0,1.0,2.0,1.29,M,1930.0
111.0,0.56381,1.0,0.0,1.0,1.0,1.22,M,1930.0
112.0,0.58858,0.0,0.0,0.0,0.0,1.15,M,1930.0
113.0,0.61446,0.0,0.0,0.0,0.0,1.09,M,1930.0
114.0,0.64148,0.0,0.0,0.0,0.0,1.03,M,1930.0
115.0,0.66972,0.0,0.0,0.0,0.0,0.96,M,1930.0
116.0,0.6992,0.0,0.0,0.0,0.0,0.91,M,1930.0
117.0,0.73001,0.0,0.0,0.0,0.0,0.85,M,1930.0
118.0,0.7622,0.0,0.0,0.0,0.0,0.8,M,1930.0
119.0,0.7958,0.0,0.0,0.0,0.0,0.74,M,1930.0
0.0,0.05179,1e5,5179.0,95945.0,7284649.0,72.85,F,1930.0
1.0,0.00908,94821.0,861.0,94391.0,7188704.0,75.81,F,1930.0
2.0,0.00409,93960.0,384.0,93768.0,7094313.0,75.5,F,1930.0
3.0,0.00303,93577.0,284.0,93435.0,7000544.0,74.81,F,1930.0
4.0,0.00261,93293.0,243.0,93171.0,6907110.0,74.04,F,1930.0
5.0,0.00195,93049.0,181.0,92959.0,6813939.0,73.23,F,1930.0
6.0,0.00157,92868.0,146.0,92795.0,6720980.0,72.37,F,1930.0
7.0,0.00122,92723.0,113.0,92666.0,6628184.0,71.48,F,1930.0
8.0,9.6e-4,92609.0,89.0,92565.0,6535518.0,70.57,F,1930.0
9.0,7.6e-4,92520.0,70.0,92485.0,6442954.0,69.64,F,1930.0
10.0,7.3e-4,92450.0,67.0,92416.0,6350469.0,68.69,F,1930.0
11.0,6.8e-4,92382.0,63.0,92351.0,6258053.0,67.74,F,1930.0
12.0,6.4e-4,92319.0,59.0,92290.0,6165702.0,66.79,F,1930.0
13.0,7.7e-4,92260.0,71.0,92225.0,6073412.0,65.83,F,1930.0
14.0,8.3e-4,92189.0,76.0,92151.0,5981187.0,64.88,F,1930.0
15.0,9e-4,92113.0,83.0,92071.0,5889036.0,63.93,F,1930.0
16.0,9.2e-4,92030.0,85.0,91988.0,5796965.0,62.99,F,1930.0
17.0,9.8e-4,91945.0,90.0,91901.0,5704977.0,62.05,F,1930.0
18.0,9.7e-4,91856.0,89.0,91811.0,5613076.0,61.11,F,1930.0
19.0,9.2e-4,91766.0,85.0,91724.0,5521265.0,60.17,F,1930.0
20.0,9.2e-4,91682.0,84.0,91640.0,5429541.0,59.22,F,1930.0
21.0,9.1e-4,91597.0,84.0,91556.0,5337902.0,58.28,F,1930.0
22.0,9e-4,91514.0,82.0,91473.0,5246346.0,57.33,F,1930.0
23.0,8.4e-4,91432.0,77.0,91393.0,5154874.0,56.38,F,1930.0
24.0,8.2e-4,91355.0,75.0,91317.0,5063480.0,55.43,F,1930.0
25.0,8.5e-4,91280.0,77.0,91241.0,4972163.0,54.47,F,1930.0
26.0,8.5e-4,91203.0,77.0,91164.0,4880921.0,53.52,F,1930.0
27.0,9.2e-4,91125.0,84.0,91083.0,4789757.0,52.56,F,1930.0
28.0,9.4e-4,91041.0,86.0,90998.0,4698674.0,51.61,F,1930.0
29.0,0.001,90956.0,91.0,90910.0,4607675.0,50.66,F,1930.0
30.0,0.00106,90865.0,96.0,90817.0,4516765.0,49.71,F,1930.0
31.0,0.00112,90769.0,102.0,90718.0,4425948.0,48.76,F,1930.0
32.0,0.0012,90667.0,109.0,90612.0,4335230.0,47.81,F,1930.0
33.0,0.00131,90558.0,119.0,90499.0,4244618.0,46.87,F,1930.0
34.0,0.00146,90439.0,132.0,90373.0,4154119.0,45.93,F,1930.0
35.0,0.00157,90307.0,141.0,90237.0,4063746.0,45.0,F,1930.0
36.0,0.00165,90166.0,149.0,90091.0,3973509.0,44.07,F,1930.0
37.0,0.00183,90017.0,165.0,89935.0,3883418.0,43.14,F,1930.0
38.0,0.00202,89852.0,182.0,89761.0,3793483.0,42.22,F,1930.0
39.0,0.00219,89671.0,196.0,89572.0,3703722.0,41.3,F,1930.0
40.0,0.00232,89474.0,207.0,89371.0,3614149.0,40.39,F,1930.0
41.0,0.0025,89267.0,223.0,89156.0,3524778.0,39.49,F,1930.0
42.0,0.00266,89044.0,237.0,88926.0,3435623.0,38.58,F,1930.0
43.0,0.00282,88807.0,251.0,88682.0,3346697.0,37.68,F,1930.0
44.0,0.00296,88557.0,262.0,88426.0,3258015.0,36.79,F,1930.0
45.0,0.00307,88294.0,271.0,88159.0,3169589.0,35.9,F,1930.0
46.0,0.00324,88023.0,285.0,87881.0,3081430.0,35.01,F,1930.0
47.0,0.00341,87738.0,299.0,87589.0,2993549.0,34.12,F,1930.0
48.0,0.00367,87440.0,321.0,87279.0,2905960.0,33.23,F,1930.0
49.0,0.0038,87118.0,331.0,86953.0,2818681.0,32.35,F,1930.0
50.0,0.00418,86787.0,362.0,86606.0,2731728.0,31.48,F,1930.0
51.0,0.00446,86425.0,386.0,86232.0,2645122.0,30.61,F,1930.0
52.0,0.00467,86039.0,402.0,85838.0,2558890.0,29.74,F,1930.0
53.0,0.00518,85637.0,444.0,85415.0,2473052.0,28.88,F,1930.0
54.0,0.00553,85194.0,471.0,84958.0,2387636.0,28.03,F,1930.0
55.0,0.00603,84722.0,511.0,84467.0,2302678.0,27.18,F,1930.0
56.0,0.00632,84211.0,532.0,83945.0,2218212.0,26.34,F,1930.0
57.0,0.00692,83679.0,579.0,83389.0,2134267.0,25.51,F,1930.0
58.0,0.00773,83100.0,642.0,82779.0,2050877.0,24.68,F,1930.0
59.0,0.00825,82458.0,680.0,82118.0,1968099.0,23.87,F,1930.0
60.0,0.00891,81777.0,728.0,81413.0,1885981.0,23.06,F,1930.0
61.0,0.00961,81049.0,779.0,80660.0,1804568.0,22.27,F,1930.0
62.0,0.01023,80270.0,821.0,79860.0,1723908.0,21.48,F,1930.0
63.0,0.01131,79449.0,899.0,79e3,1644048.0,20.69,F,1930.0
64.0,0.01213,78551.0,953.0,78074.0,1565048.0,19.92,F,1930.0
65.0,0.01314,77598.0,1020.0,77088.0,1486974.0,19.16,F,1930.0
66.0,0.01428,76578.0,1094.0,76032.0,1409886.0,18.41,F,1930.0
67.0,0.01533,75485.0,1157.0,74906.0,1333854.0,17.67,F,1930.0
68.0,0.01675,74327.0,1245.0,73705.0,1258948.0,16.94,F,1930.0
69.0,0.01825,73082.0,1334.0,72415.0,1185243.0,16.22,F,1930.0
70.0,0.01981,71749.0,1421.0,71038.0,1112828.0,15.51,F,1930.0
71.0,0.02142,70327.0,1506.0,69574.0,1041790.0,14.81,F,1930.0
72.0,0.02372,68821.0,1632.0,68005.0,972215.0,14.13,F,1930.0
73.0,0.02578,67189.0,1732.0,66323.0,904210.0,13.46,F,1930.0
74.0,0.02803,65457.0,1835.0,64540.0,837887.0,12.8,F,1930.0
75.0,0.03066,63622.0,1951.0,62647.0,773348.0,12.16,F,1930.0
76.0,0.0337,61671.0,2078.0,60632.0,710701.0,11.52,F,1930.0
77.0,0.03707,59593.0,2209.0,58489.0,650069.0,10.91,F,1930.0
78.0,0.04078,57384.0,2340.0,56214.0,591580.0,10.31,F,1930.0
79.0,0.04491,55044.0,2472.0,53808.0,535366.0,9.73,F,1930.0
80.0,0.04965,52572.0,2610.0,51267.0,481557.0,9.16,F,1930.0
81.0,0.05502,49962.0,2749.0,48588.0,430290.0,8.61,F,1930.0
82.0,0.06094,47213.0,2877.0,45775.0,381702.0,8.08,F,1930.0
83.0,0.06745,44336.0,2991.0,42841.0,335927.0,7.58,F,1930.0
84.0,0.07476,41346.0,3091.0,39800.0,293086.0,7.09,F,1930.0
85.0,0.08303,38255.0,3176.0,36667.0,253286.0,6.62,F,1930.0
86.0,0.09239,35078.0,3241.0,33458.0,216619.0,6.18,F,1930.0
87.0,0.10288,31837.0,3276.0,30200.0,183161.0,5.75,F,1930.0
88.0,0.1145,28562.0,3270.0,26927.0,152961.0,5.36,F,1930.0
89.0,0.12722,25292.0,3218.0,23683.0,126035.0,4.98,F,1930.0
90.0,0.141,22074.0,3112.0,20518.0,102352.0,4.64,F,1930.0
91.0,0.15582,18962.0,2955.0,17484.0,81834.0,4.32,F,1930.0
92.0,0.17166,16007.0,2748.0,14633.0,64350.0,4.02,F,1930.0
93.0,0.1885,13259.0,2499.0,12010.0,49716.0,3.75,F,1930.0
94.0,0.20635,10760.0,2220.0,9650.0,37707.0,3.5,F,1930.0
95.0,0.2242,8540.0,1915.0,7582.0,28057.0,3.29,F,1930.0
96.0,0.24176,6625.0,1602.0,5824.0,20475.0,3.09,F,1930.0
97.0,0.25872,5023.0,1300.0,4374.0,14650.0,2.92,F,1930.0
98.0,0.27471,3724.0,1023.0,3212.0,10277.0,2.76,F,1930.0
99.0,0.28936,2701.0,781.0,2310.0,7065.0,2.62,F,1930.0
100.0,0.30481,1919.0,585.0,1627.0,4755.0,2.48,F,1930.0
101.0,0.32109,1334.0,428.0,1120.0,3128.0,2.34,F,1930.0
102.0,0.33823,906.0,306.0,753.0,2008.0,2.22,F,1930.0
103.0,0.35631,599.0,214.0,493.0,1255.0,2.09,F,1930.0
104.0,0.37537,386.0,145.0,313.0,763.0,1.98,F,1930.0
105.0,0.39545,241.0,95.0,193.0,449.0,1.86,F,1930.0
106.0,0.41662,146.0,61.0,115.0,256.0,1.75,F,1930.0
107.0,0.43894,85.0,37.0,66.0,140.0,1.65,F,1930.0
108.0,0.46245000000000003,48.0,22.0,37.0,74.0,1.55,F,1930.0
109.0,0.48726,26.0,12.0,19.0,37.0,1.46,F,1930.0
110.0,0.51339,13.0,7.0,10.0,18.0,1.37,F,1930.0
111.0,0.54093,6.0,3.0,5.0,8.0,1.28,F,1930.0
112.0,0.56997,3.0,2.0,2.0,4.0,1.19,F,1930.0
113.0,0.60059,1.0,1.0,1.0,1.0,1.11,F,1930.0
114.0,0.63288,1.0,0.0,0.0,1.0,1.04,F,1930.0
115.0,0.6669,0.0,0.0,0.0,0.0,0.97,F,1930.0
116.0,0.6992,0.0,0.0,0.0,0.0,0.91,F,1930.0
117.0,0.73001,0.0,0.0,0.0,0.0,0.85,F,1930.0
118.0,0.7622,0.0,0.0,0.0,0.0,0.8,F,1930.0
119.0,0.7958,0.0,0.0,0.0,0.0,0.74,F,1930.0
0.0,0.05286,1e5,5286.0,95590.0,6955084.0,69.55,M,1940.0
1.0,0.00552,94714.0,523.0,94453.0,6859494.0,72.42,M,1940.0
2.0,0.00248,94191.0,234.0,94075.0,6765042.0,71.82,M,1940.0
3.0,0.00199,93958.0,187.0,93864.0,6670967.0,71.0,M,1940.0
4.0,0.00145,93771.0,135.0,93703.0,6577103.0,70.14,M,1940.0
5.0,0.00128,93636.0,120.0,93576.0,6483399.0,69.24,M,1940.0
6.0,0.00106,93515.0,99.0,93466.0,6389824.0,68.33,M,1940.0
7.0,8.5e-4,93416.0,79.0,93377.0,6296358.0,67.4,M,1940.0
8.0,7.4e-4,93337.0,69.0,93302.0,6202981.0,66.46,M,1940.0
9.0,7e-4,93268.0,65.0,93235.0,6109678.0,65.51,M,1940.0
10.0,6e-4,93203.0,55.0,93175.0,6016443.0,64.55,M,1940.0
11.0,6e-4,93147.0,56.0,93119.0,5923268.0,63.59,M,1940.0
12.0,6.3e-4,93091.0,59.0,93062.0,5830149.0,62.63,M,1940.0
13.0,7.4e-4,93033.0,69.0,92998.0,5737087.0,61.67,M,1940.0
14.0,8.3e-4,92963.0,77.0,92925.0,5644089.0,60.71,M,1940.0
15.0,0.00103,92886.0,96.0,92838.0,5551165.0,59.76,M,1940.0
16.0,0.00121,92790.0,112.0,92734.0,5458327.0,58.82,M,1940.0
17.0,0.00144,92678.0,134.0,92611.0,5365593.0,57.9,M,1940.0
18.0,0.00147,92544.0,136.0,92476.0,5272982.0,56.98,M,1940.0
19.0,0.0016,92408.0,148.0,92334.0,5180506.0,56.06,M,1940.0
20.0,0.00167,92261.0,154.0,92183.0,5088171.0,55.15,M,1940.0
21.0,0.00175,92106.0,161.0,92025.0,4995988.0,54.24,M,1940.0
22.0,0.00185,91945.0,170.0,91860.0,4903962.0,53.34,M,1940.0
23.0,0.00187,91774.0,171.0,91689.0,4812103.0,52.43,M,1940.0
24.0,0.0018600000000000001,91603.0,170.0,91518.0,4720414.0,51.53,M,1940.0
25.0,0.00185,91432.0,169.0,91348.0,4628897.0,50.63,M,1940.0
26.0,0.00187,91263.0,171.0,91178.0,4537549.0,49.72,M,1940.0
27.0,0.00189,91092.0,172.0,91006.0,4446372.0,48.81,M,1940.0
28.0,0.00198,90920.0,180.0,90830.0,4355365.0,47.9,M,1940.0
29.0,0.00206,90740.0,187.0,90647.0,4264535.0,47.0,M,1940.0
30.0,0.00209,90554.0,190.0,90459.0,4173887.0,46.09,M,1940.0
31.0,0.00212,90364.0,192.0,90268.0,4083428.0,45.19,M,1940.0
32.0,0.00222,90173.0,200.0,90073.0,3993160.0,44.28,M,1940.0
33.0,0.0023,89973.0,207.0,89869.0,3903087.0,43.38,M,1940.0
34.0,0.00232,89766.0,208.0,89662.0,3813218.0,42.48,M,1940.0
35.0,0.00237,89558.0,212.0,89452.0,3723557.0,41.58,M,1940.0
36.0,0.00239,89346.0,214.0,89239.0,3634105.0,40.67,M,1940.0
37.0,0.00258,89132.0,230.0,89017.0,3544866.0,39.77,M,1940.0
38.0,0.00272,88903.0,242.0,88782.0,3455849.0,38.87,M,1940.0
39.0,0.00282,88661.0,250.0,88536.0,3367067.0,37.98,M,1940.0
40.0,0.00302,88410.0,267.0,88277.0,3278531.0,37.08,M,1940.0
41.0,0.00321,88144.0,283.0,88002.0,3190254.0,36.19,M,1940.0
42.0,0.00329,87861.0,289.0,87716.0,3102252.0,35.31,M,1940.0
43.0,0.00354,87572.0,310.0,87417.0,3014535.0,34.42,M,1940.0
44.0,0.00388,87262.0,338.0,87093.0,2927119.0,33.54,M,1940.0
45.0,0.00424,86923.0,368.0,86739.0,2840026.0,32.67,M,1940.0
46.0,0.00456,86555.0,395.0,86358.0,2753287.0,31.81,M,1940.0
47.0,0.00496,86160.0,427.0,85947.0,2666929.0,30.95,M,1940.0
48.0,0.00543,85733.0,465.0,85501.0,2580983.0,30.1,M,1940.0
49.0,0.00587,85268.0,500.0,85018.0,2495482.0,29.27,M,1940.0
50.0,0.00625,84768.0,529.0,84503.0,2410465.0,28.44,M,1940.0
51.0,0.00663,84238.0,559.0,83959.0,2325961.0,27.61,M,1940.0
52.0,0.00716,83680.0,599.0,83380.0,2242002.0,26.79,M,1940.0
53.0,0.00791,83081.0,657.0,82752.0,2158622.0,25.98,M,1940.0
54.0,0.00851,82424.0,701.0,82073.0,2075869.0,25.19,M,1940.0
55.0,0.00909,81723.0,743.0,81351.0,1993796.0,24.4,M,1940.0
56.0,0.00962,80980.0,779.0,80590.0,1912445.0,23.62,M,1940.0
57.0,0.01026,80200.0,823.0,79789.0,1831855.0,22.84,M,1940.0
58.0,0.01099,79377.0,872.0,78941.0,1752066.0,22.07,M,1940.0
59.0,0.0119,78505.0,935.0,78038.0,1673125.0,21.31,M,1940.0
60.0,0.01268,77571.0,984.0,77079.0,1595087.0,20.56,M,1940.0
61.0,0.01358,76587.0,1040.0,76067.0,1518008.0,19.82,M,1940.0
62.0,0.01468,75547.0,1109.0,74992.0,1441941.0,19.09,M,1940.0
63.0,0.01589,74438.0,1183.0,73847.0,1366949.0,18.36,M,1940.0
64.0,0.01718,73255.0,1259.0,72626.0,1293102.0,17.65,M,1940.0
65.0,0.01862,71997.0,1341.0,71327.0,1220476.0,16.95,M,1940.0
66.0,0.02021,70656.0,1428.0,69942.0,1149149.0,16.26,M,1940.0
67.0,0.02191,69228.0,1517.0,68470.0,1079207.0,15.59,M,1940.0
68.0,0.02371,67711.0,1606.0,66908.0,1010737.0,14.93,M,1940.0
69.0,0.02564,66106.0,1695.0,65258.0,943829.0,14.28,M,1940.0
70.0,0.02785,64411.0,1794.0,63514.0,878570.0,13.64,M,1940.0
71.0,0.0303,62617.0,1897.0,61668.0,815056.0,13.02,M,1940.0
72.0,0.03281,60720.0,1992.0,59724.0,753388.0,12.41,M,1940.0
73.0,0.03533,58728.0,2075.0,57690.0,693665.0,11.81,M,1940.0
74.0,0.03799,56653.0,2152.0,55577.0,635974.0,11.23,M,1940.0
75.0,0.04108,54500.0,2239.0,53381.0,580398.0,10.65,M,1940.0
76.0,0.04469,52262.0,2336.0,51094.0,527017.0,10.08,M,1940.0
77.0,0.04872,49926.0,2432.0,48710.0,475923.0,9.53,M,1940.0
78.0,0.05317,47494.0,2525.0,46231.0,427213.0,9.0,M,1940.0
79.0,0.05813,44969.0,2614.0,43662.0,380981.0,8.47,M,1940.0
80.0,0.06369,42355.0,2697.0,41006.0,337319.0,7.96,M,1940.0
81.0,0.07003,39658.0,2777.0,38269.0,296313.0,7.47,M,1940.0
82.0,0.07739,36880.0,2854.0,35453.0,258044.0,7.0,M,1940.0
83.0,0.08598,34026.0,2925.0,32563.0,222590.0,6.54,M,1940.0
84.0,0.09574,31101.0,2978.0,29612.0,190027.0,6.11,M,1940.0
85.0,0.10653,28123.0,2996.0,26625.0,160415.0,5.7,M,1940.0
86.0,0.11818,25127.0,2970.0,23643.0,133790.0,5.32,M,1940.0
87.0,0.13057,22158.0,2893.0,20711.0,110147.0,4.97,M,1940.0
88.0,0.14363,19265.0,2767.0,17881.0,89436.0,4.64,M,1940.0
89.0,0.15737,16498.0,2596.0,15200.0,71555.0,4.34,M,1940.0
90.0,0.17185,13901.0,2389.0,12707.0,56355.0,4.05,M,1940.0
91.0,0.18711,11512.0,2154.0,10435.0,43649.0,3.79,M,1940.0
92.0,0.20325,9358.0,1902.0,8407.0,33213.0,3.55,M,1940.0
93.0,0.22031,7456.0,1643.0,6635.0,24806.0,3.33,M,1940.0
94.0,0.23835,5814.0,1386.0,5121.0,18171.0,3.13,M,1940.0
95.0,0.25608,4428.0,1134.0,3861.0,13050.0,2.95,M,1940.0
96.0,0.27319,3294.0,900.0,2844.0,9189.0,2.79,M,1940.0
97.0,0.28936,2394.0,693.0,2048.0,6345.0,2.65,M,1940.0
98.0,0.30428,1701.0,518.0,1443.0,4297.0,2.53,M,1940.0
99.0,0.31763,1184.0,376.0,996.0,2855.0,2.41,M,1940.0
